	word/verb	die/pron	produceer/verb	vier/num	als/prep	zoals/comp	per/prep	hard/adj	hoogwaardig/adj	46/num	blijk/verb	hoeveelheid/noun	aangekocht/adj	Waals/adj	allerlei/det	genomen/adj	bedek/verb	verdacht/adj	enkel/det	waarin/pp	chirurgisch/adj	representatief/adj	naar/prep	puur/adj	hoop/noun	stuk/noun	uit/prep	klein/adj	magnetisch/adj	nieuw/adj	met/adv	die/det	lichtgewicht/adj	neem/verb	lading/noun	afdeling/noun	stel_vrij/verb	ton/noun	acht/num	importeer/verb	roest_vrij/adj	vloeibaar/adj	in/prep	berg/noun	pak/noun	Japan/det	positief/adj	het/det	waardoor/pp	ben/verb	buitenlands/adj	boven_haal/verb	met/prep	ruw/adj	verschil/adj	kilo/noun	goedkoop/adj	op/prep	door/prep	val_samen/verb	maak/verb	gebruikelijk/adj	ge√Ømporteerd/adj	verroest/adj	zacht/adj	licht/adj	boven/prep	ambachtelijk/adj	gemanipuleerd/adj	dat/pron	dik/adj	minder/det	alle/det	voor/prep	analyseer/verb	van/prep	zuiver/adj	deel_uit/verb	krijg_binnen/verb	doorboor/verb	plat/adj	zoals/prep	verwrongen/adj	waar/adv	rond/adj	eis/verb	gepantserd/adj	verbrand/adj	een/det	waarvan/pp	gelakt/adj	slinger_rond/adj	minder/adj	meer/det	onderzoek/verb	elk/det
ton/noun	0.76020974	0.79904777	0.60068333	0.80516607	0.9133464	0.8508334	0.6087902	0.9086753	0.7690102	0.85140353	0.8827082	0.46583354	0.806397	0.89512175	0.8097677	0.7727412	0.7539182	0.80189943	0.82700014	0.89190584	0.88994503	0.921023	0.87778586	0.8864609	0.85970277	0.7456026	0.8130897	0.79892033	0.8528811	0.8725859	0.87004447	0.84504104	0.85979456	0.9163708	0.5273945	0.89035887	0.8352572	0.0	0.7917258	0.64538693	0.78439337	0.5840622	0.86597884	0.74290067	0.7725158	0.9078685	0.94055367	0.83858705	0.6921353	0.91820717	0.8594144	0.79241383	0.783798	0.6664114	0.8679441	0.33937114	0.7085813	0.8629801	0.83584726	0.9361471	0.9293258	0.8689515	0.7102089	0.76191026	0.82120275	0.77697814	0.77533996	0.82287574	0.782004	0.7746986	0.76565826	0.6391853	0.8451468	0.80453527	0.87541246	0.8202325	0.7963868	0.81667584	0.7397691	0.84460425	0.81054956	0.7722689	0.8330078	0.83585876	0.85009205	0.8794796	0.8382135	0.7371395	0.81327593	0.7557136	0.8920308	0.7982694	0.7402652	0.71126604	0.86704123	0.8666246
acht/num	0.7659431	0.73021054	0.86500335	0.19007778	0.82796943	0.9144102	0.65162563	0.90109044	0.89410704	0.6519456	0.8874483	0.8415029	0.8553364	0.8418308	0.88180506	0.8358345	0.8791139	0.78183025	0.6352017	0.8214749	0.885971	0.8706517	0.8539667	0.9335339	0.9028375	0.8642396	0.79691195	0.82319695	0.8941524	0.8627497	0.88514304	0.8527885	0.9019081	0.90095127	0.8367324	0.84660196	0.85028785	0.7917258	0.0	0.8632244	0.908862	0.85547966	0.75616455	0.8446601	0.8381232	0.8991418	0.9234625	0.8606547	0.79050016	0.8887777	0.8426398	0.8726602	0.79261386	0.8526135	0.7553104	0.7763385	0.8789494	0.80203474	0.7955719	0.87876284	0.93502635	0.8417127	0.8895207	0.8885738	0.9194792	0.8578799	0.80965424	0.9112603	0.9059852	0.82765657	0.8475573	0.775209	0.75711024	0.77366084	0.88829905	0.78579515	0.8977209	0.8237996	0.81837904	0.87137866	0.8806716	0.85409915	0.9134653	0.78847003	0.8433051	0.79383886	0.848392	0.8496712	0.7373787	0.6882906	0.93473554	0.9102456	0.8148298	0.75873834	0.8664578	0.71505386
importeer/verb	0.8255103	0.71679413	0.51894623	0.85843533	0.8222891	0.73327243	0.7906199	0.8913896	0.71147525	0.90056854	0.8489554	0.61170095	0.77604026	0.87495875	0.7812177	0.7771239	0.8237007	0.78563553	0.8584745	0.8490467	0.8845459	0.87450165	0.86424524	0.8447355	0.8846381	0.816012	0.7722111	0.8000754	0.84058946	0.8446559	0.7812346	0.84045434	0.8707744	0.9180351	0.6838921	0.87315285	0.84438914	0.64538693	0.8632244	0.0	0.83631796	0.6852687	0.8443471	0.8239862	0.8372043	0.8318508	0.91159415	0.8253746	0.73408914	0.8696853	0.7781141	0.8201917	0.79816616	0.71578515	0.81346524	0.6679487	0.6040898	0.8911402	0.8241601	0.8737022	0.8611886	0.8350575	0.5358892	0.83906686	0.8263985	0.84802264	0.85440403	0.77492505	0.7431313	0.77621806	0.8502902	0.69188094	0.80048954	0.82996726	0.8531276	0.7652816	0.7727111	0.8230998	0.76746523	0.9017813	0.8346842	0.65288347	0.8971911	0.7663487	0.885078	0.87629026	0.882562	0.811805	0.8068322	0.72829914	0.86766714	0.8558986	0.79306483	0.7557989	0.8297983	0.8579581
roest_vrij/adj	0.8660995	0.84953433	0.73044235	0.88427746	0.9068875	0.8522129	0.87976235	0.86741656	0.74204475	0.9459299	0.9425478	0.80444324	0.85319185	0.9293032	0.82135165	0.86161464	0.7411487	0.92355686	0.8689434	0.83379215	0.8173591	0.8792737	0.9268656	0.881577	0.93349546	0.77906394	0.85741854	0.82006204	0.8048039	0.8446594	0.91744536	0.867507	0.7193248	0.93712974	0.8321825	0.86289346	0.92817354	0.78439337	0.908862	0.83631796	0.0	0.7046592	0.87539375	0.86691695	0.8401097	0.89698476	0.93253684	0.88370055	0.7551055	0.89633083	0.92199975	0.8546361	0.82353127	0.73386925	0.8353672	0.7984524	0.79300964	0.8600191	0.86502874	0.91129434	0.8916228	0.8795837	0.86987054	0.73437184	0.79316586	0.80157244	0.8351178	0.8149029	0.8613459	0.8271313	0.7368516	0.8701569	0.8908185	0.89727217	0.8555685	0.87038803	0.82345563	0.9219458	0.90169877	0.81786823	0.75043917	0.8137928	0.79312766	0.8809505	0.7746629	0.97081375	0.8080711	0.8364077	0.7962338	0.82660186	0.7277869	0.892695	0.8664379	0.89012486	0.919765	0.8780411
vloeibaar/adj	0.7924141	0.7758725	0.583537	0.8478544	0.8715342	0.7980198	0.77727425	0.8802226	0.73140347	0.9220817	0.86595637	0.511487	0.8164102	0.89364487	0.76307905	0.8116228	0.6780075	0.79020303	0.8275917	0.8091859	0.8459301	0.89050776	0.86815494	0.8073884	0.88342106	0.76740694	0.79832006	0.76298773	0.73548996	0.85931486	0.8625504	0.8161332	0.7914391	0.894362	0.6314322	0.88679045	0.89622617	0.5840622	0.85547966	0.6852687	0.7046592	0.0	0.8219843	0.77168226	0.77375925	0.8794338	0.91876346	0.8351621	0.66295755	0.8618807	0.8956637	0.7941896	0.7493601	0.6444865	0.79080963	0.58731776	0.6826645	0.84514874	0.80050117	0.8640438	0.88746655	0.80307245	0.7536995	0.77150315	0.6393527	0.7330602	0.7839396	0.7519463	0.74384755	0.78964555	0.67888737	0.7409167	0.8372653	0.84844255	0.8113657	0.8298224	0.69652045	0.8294797	0.7518572	0.8236131	0.7222667	0.7376059	0.8288992	0.8281738	0.77912736	0.93465924	0.84932274	0.75331134	0.75215644	0.760651	0.8320924	0.8312752	0.771822	0.80240446	0.84311545	0.8266827
in/prep	0.8209984	0.76767695	0.852561	0.74676883	0.8589909	0.81878644	0.87606806	0.89227617	0.8258558	0.9056063	0.85485196	0.8349426	0.84737384	0.8166895	0.8025131	0.8086069	0.78643495	0.8145967	0.7806787	0.6001848	0.8895407	0.84177554	0.7613517	0.86477107	0.87598616	0.83314216	0.6615639	0.7353513	0.84209293	0.7640663	0.8155198	0.8024342	0.8817408	0.8760532	0.84902084	0.8092547	0.88912386	0.86597884	0.75616455	0.8443471	0.87539375	0.8219843	0.0	0.7236806	0.85079885	0.8418274	0.8979692	0.66868436	0.7454726	0.87089837	0.81658787	0.8732942	0.8221781	0.8333406	0.7123497	0.8613612	0.85973614	0.77976465	0.7836098	0.77382904	0.9081681	0.7902992	0.8719189	0.854376	0.8023163	0.8247385	0.757501	0.8338917	0.8735668	0.74908125	0.8212509	0.84562457	0.7758084	0.82849014	0.8235895	0.729712	0.8300672	0.8697177	0.8457303	0.8282659	0.8107658	0.7773791	0.85908425	0.5185182	0.80460477	0.87980926	0.8436567	0.8077496	0.68002707	0.78710127	0.89886177	0.8799457	0.88022745	0.8332647	0.8514494	0.75880253
berg/noun	0.83577645	0.7668291	0.81500757	0.841557	0.8698051	0.8539095	0.8661676	0.85188866	0.86211646	0.9320776	0.9048705	0.73203754	0.86823636	0.8576288	0.81037194	0.8164433	0.6177551	0.8491257	0.8241121	0.800881	0.89835495	0.90272456	0.7373246	0.8725993	0.7901092	0.7357109	0.7339049	0.79570407	0.8545079	0.898274	0.870268	0.8055409	0.8829677	0.93055415	0.72578573	0.91892034	0.9406152	0.74290067	0.8446601	0.8239862	0.86691695	0.77168226	0.7236806	0.0	0.7487718	0.8966928	0.95208704	0.7659583	0.72956884	0.8799794	0.8858991	0.8226976	0.78388613	0.7332908	0.85690856	0.7406243	0.8544939	0.77125263	0.742535	0.8827896	0.90962756	0.86472356	0.8496852	0.7676468	0.7113967	0.81022644	0.6666455	0.8405738	0.8675978	0.786299	0.7158523	0.86228424	0.828763	0.89383495	0.8682475	0.83954567	0.83833313	0.8343972	0.85148764	0.81442034	0.73461443	0.8000827	0.8041747	0.62933105	0.786987	0.92509925	0.83639956	0.7175251	0.749256	0.8281369	0.871078	0.7944482	0.8519726	0.8731122	0.9076026	0.83006257
pak/noun	0.86265624	0.7781824	0.80703545	0.8256389	0.8491403	0.8506621	0.835149	0.86993086	0.8374194	0.90016836	0.90430695	0.7541224	0.8882655	0.90209955	0.77453035	0.8551118	0.6604798	0.8574763	0.7813145	0.82929945	0.87603855	0.88219553	0.88956857	0.8469834	0.819689	0.7352402	0.8141426	0.80684245	0.8784847	0.86481094	0.90450984	0.77586365	0.8284905	0.9110559	0.7611753	0.9224684	0.93077135	0.7725158	0.8381232	0.8372043	0.8401097	0.77375925	0.85079885	0.7487718	0.0	0.8979461	0.9107195	0.8864617	0.7688748	0.86871856	0.8862537	0.7871899	0.71134055	0.80112386	0.8602711	0.7028841	0.7789055	0.8472568	0.8492066	0.9200647	0.8705063	0.8379845	0.8312274	0.8439262	0.7082573	0.7686179	0.8001368	0.8194381	0.864336	0.8424972	0.6026722	0.77263725	0.81684476	0.8547064	0.87345153	0.9121742	0.8167009	0.73020875	0.8138718	0.86907995	0.7106894	0.816411	0.86925656	0.8407749	0.73057556	0.936409	0.8370588	0.8080773	0.7109227	0.8558935	0.7264427	0.87792915	0.73588765	0.8025478	0.9323004	0.79534554
Japan/det	0.88307613	0.8262776	0.86548585	0.9009147	0.8461127	0.85191476	0.9162263	0.91880995	0.8238081	0.9439092	0.91194916	0.8750323	0.91143227	0.85741794	0.8587997	0.87605697	0.9212513	0.8970583	0.87627256	0.84043133	0.9026609	0.8708282	0.89258945	0.8769303	0.9116092	0.88821787	0.8606903	0.8797384	0.89931995	0.85594165	0.8102947	0.8483856	0.8716218	0.9308617	0.8938446	0.894783	0.93278986	0.9078685	0.8991418	0.8318508	0.89698476	0.8794338	0.8418274	0.8966928	0.8979461	0.0	0.9002334	0.83028483	0.8447787	0.8729335	0.82237023	0.92653453	0.8643225	0.86779267	0.8702484	0.9136211	0.84200156	0.8839021	0.84414345	0.8817222	0.88964677	0.8929925	0.86174154	0.91372347	0.8731282	0.8680315	0.8889323	0.8715223	0.87726694	0.8341546	0.91355777	0.8490356	0.862086	0.8599313	0.89566	0.7909244	0.8795713	0.92621744	0.9089354	0.9150955	0.8899063	0.7928927	0.8767423	0.85895187	0.9042182	0.89654464	0.89848846	0.8838213	0.8352021	0.846297	0.91141886	0.9293244	0.85771495	0.85910773	0.91137123	0.88125664
positief/adj	0.8377245	0.82321227	0.914136	0.9237244	0.85091096	0.87162745	0.9227073	0.84860414	0.87937945	0.937996	0.80512124	0.8900101	0.91953063	0.8597431	0.81880075	0.83924574	0.9636402	0.879807	0.83014	0.8572128	0.9028176	0.8094599	0.9266249	0.8356786	0.8577503	0.92750096	0.8876343	0.91466063	0.86795473	0.83408725	0.76893	0.7290248	0.9410244	0.9140618	0.9033356	0.93537915	0.91701436	0.94055367	0.9234625	0.91159415	0.93253684	0.91876346	0.8979692	0.95208704	0.9107195	0.9002334	0.0	0.83540004	0.8164659	0.8472985	0.86134994	0.936649	0.86663157	0.8775763	0.825951	0.9519966	0.8899243	0.86438537	0.8381468	0.86279845	0.90731174	0.8488816	0.90283865	0.9506041	0.86237675	0.83182544	0.9199461	0.8939119	0.85521936	0.8342158	0.95579314	0.8166423	0.82015103	0.84281194	0.7857184	0.79953235	0.8275272	0.9418475	0.86221164	0.96339226	0.92273635	0.8472694	0.8889817	0.938479	0.9260175	0.9097359	0.93430233	0.951218	0.7915413	0.87708443	0.94539154	0.9533083	0.82504356	0.82509077	0.86146927	0.8431901
het/det	0.7595873	0.8715158	0.8224235	0.8671351	0.8262249	0.7806963	0.86102736	0.86050093	0.8037041	0.9109304	0.81289417	0.81839484	0.8307557	0.8245846	0.76661456	0.7848137	0.7966051	0.8307949	0.82656986	0.72481024	0.8593227	0.8034929	0.7749801	0.8338617	0.83735496	0.7796395	0.74219674	0.78965133	0.8550906	0.74205565	0.78720117	0.8673604	0.894127	0.8862563	0.8295258	0.83255136	0.887535	0.83858705	0.8606547	0.8253746	0.88370055	0.8351621	0.66868436	0.7659583	0.8864617	0.83028483	0.83540004	0.0	0.708693	0.8091054	0.8145577	0.85440284	0.7929664	0.79949254	0.74688077	0.8828745	0.84653044	0.7528424	0.771843	0.75364536	0.84821093	0.7814694	0.86054444	0.8630448	0.8087926	0.83506507	0.76183283	0.834203	0.82378995	0.38728213	0.8653257	0.81702185	0.7576679	0.7725695	0.78007376	0.6379962	0.8016741	0.8725607	0.8402789	0.87024266	0.7972227	0.7553664	0.83916044	0.70559025	0.81326604	0.8471229	0.8733328	0.8133056	0.70642495	0.74247897	0.9077335	0.87012666	0.82400644	0.82802796	0.8018222	0.7878008
waardoor/pp	0.6414044	0.6468321	0.65169156	0.7820376	0.8352373	0.74635243	0.73934543	0.7818516	0.6996362	0.8684174	0.73383284	0.5898647	0.7881807	0.7919384	0.64346004	0.70849013	0.71377844	0.779762	0.70063406	0.7331021	0.7422911	0.8081323	0.8028923	0.7969547	0.8058585	0.7126999	0.7538522	0.6980028	0.68173236	0.70991087	0.71941507	0.6333044	0.82635844	0.8324578	0.69500583	0.81719327	0.78451073	0.6921353	0.79050016	0.73408914	0.7551055	0.66295755	0.7454726	0.72956884	0.7688748	0.8447787	0.8164659	0.708693	0.0	0.71371555	0.7656007	0.8107693	0.6948755	0.6616808	0.7107714	0.75557727	0.6796038	0.7391335	0.59137774	0.7796889	0.7560902	0.73159355	0.7746397	0.776649	0.67381096	0.61325216	0.6741809	0.795231	0.7305882	0.67829263	0.71433425	0.588349	0.6735946	0.71338	0.73536706	0.7136854	0.70284283	0.8298992	0.6989577	0.74883217	0.704381	0.6413896	0.77054256	0.76870275	0.73047954	0.80764353	0.8049766	0.73212546	0.61038923	0.686327	0.8556904	0.84957343	0.62402624	0.6458715	0.7696159	0.74598116
ben/verb	0.78382576	0.7273804	0.85943884	0.88230515	0.7197482	0.7682332	0.9261169	0.8469736	0.80990136	0.93316305	0.627846	0.80070865	0.87251145	0.86610556	0.7462241	0.77984565	0.8824573	0.8627011	0.7929723	0.780056	0.8498023	0.80746806	0.9100915	0.7531345	0.84455335	0.7931417	0.89199984	0.8505583	0.8563592	0.8583213	0.80228996	0.6810771	0.8878601	0.9058928	0.80951685	0.9094716	0.90167993	0.91820717	0.8887777	0.8696853	0.89633083	0.8618807	0.87089837	0.8799794	0.86871856	0.8729335	0.8472985	0.8091054	0.71371555	0.0	0.8658714	0.8621275	0.81469965	0.8383362	0.8265768	0.91236556	0.83513486	0.8852612	0.83535147	0.80830586	0.6999035	0.81280506	0.8703171	0.8956444	0.834491	0.8245768	0.9077057	0.80393434	0.8329029	0.7715825	0.87443304	0.82412636	0.7421493	0.74808335	0.80477756	0.8325019	0.7592286	0.9103714	0.8631774	0.91262746	0.8507856	0.7492813	0.8444747	0.8373336	0.8835511	0.9021847	0.8972081	0.8785453	0.7039182	0.81136346	0.9159634	0.91526246	0.6990756	0.8494804	0.8444481	0.7896967
buitenlands/adj	0.7978389	0.63430035	0.84737074	0.8594847	0.73331535	0.7991514	0.85803616	0.9148734	0.7800077	0.92333245	0.8664042	0.84373075	0.8153442	0.708038	0.76289576	0.80922526	0.93751556	0.7914755	0.7645893	0.8264065	0.88812757	0.81207204	0.82981896	0.87800384	0.8890341	0.8895077	0.8063102	0.8284852	0.8896188	0.7551142	0.6882018	0.8035763	0.93468726	0.9035491	0.87319916	0.79836816	0.7904042	0.8594144	0.8426398	0.7781141	0.92199975	0.8956637	0.81658787	0.8858991	0.8862537	0.82237023	0.86134994	0.8145577	0.7656007	0.8658714	0.0	0.9022431	0.81329954	0.8551564	0.70438474	0.9165238	0.74324393	0.84816444	0.715057	0.86072516	0.894458	0.8136648	0.80849373	0.9343922	0.9232187	0.9231608	0.9117977	0.85684365	0.8469755	0.78224194	0.94156307	0.7554793	0.7222427	0.726773	0.83030546	0.6694615	0.86645186	0.8685046	0.83065647	0.93540335	0.89458585	0.6816266	0.94149774	0.7903969	0.8996568	0.7965739	0.8824072	0.91364866	0.7724021	0.78034616	0.9496473	0.93621504	0.8223091	0.7355944	0.79813784	0.8238846
boven_haal/verb	0.86252874	0.79642105	0.7874399	0.84295243	0.8505461	0.84755063	0.8512903	0.8783463	0.8627515	0.9215597	0.8521137	0.75460654	0.8678733	0.8951681	0.80639464	0.81776446	0.79763824	0.85694766	0.8172839	0.8122401	0.8601753	0.89762324	0.8756797	0.8684077	0.89034617	0.81717885	0.7853712	0.8333315	0.8796057	0.897741	0.8885404	0.8053746	0.8878707	0.8876169	0.7566304	0.94459575	0.90217936	0.79241383	0.8726602	0.8201917	0.8546361	0.7941896	0.8732942	0.8226976	0.7871899	0.92653453	0.936649	0.85440284	0.8107693	0.8621275	0.9022431	0.0	0.71044785	0.78819454	0.86633056	0.7818768	0.8424096	0.8636178	0.8592611	0.8973241	0.8646716	0.83568627	0.8355625	0.7706089	0.8199252	0.8415914	0.8275173	0.8455414	0.87228817	0.81705606	0.77300835	0.8608695	0.8291564	0.86236745	0.8542035	0.86959064	0.8347671	0.7939022	0.8377953	0.7909501	0.77738476	0.8207567	0.8406264	0.85647875	0.8308214	0.883529	0.87404525	0.8186033	0.7287683	0.8228707	0.8656416	0.8498411	0.84748966	0.8780803	0.8804664	0.82905644
met/prep	0.7955079	0.67684984	0.74519587	0.75012714	0.8059115	0.7805718	0.7976023	0.8097912	0.79570574	0.86919594	0.827525	0.7221034	0.8379705	0.8218546	0.6670283	0.7765252	0.6968696	0.8198517	0.7474874	0.7023068	0.8378734	0.8434615	0.8417443	0.77439773	0.86115414	0.7771046	0.77226293	0.7314641	0.82083875	0.7866364	0.82283986	0.71354115	0.80641145	0.82619387	0.7419523	0.8482097	0.89310217	0.783798	0.79261386	0.79816616	0.82353127	0.7493601	0.8221781	0.78388613	0.71134055	0.8643225	0.86663157	0.7929664	0.6948755	0.81469965	0.81329954	0.71044785	0.0	0.73615456	0.71378213	0.759334	0.7606817	0.7868273	0.7458282	0.815812	0.8009829	0.74029875	0.8027463	0.7931716	0.6944017	0.67983156	0.7680051	0.7681312	0.82199407	0.72031116	0.67276	0.760761	0.7635227	0.7920878	0.7996973	0.77790654	0.7579105	0.74450964	0.8102261	0.79394877	0.66472113	0.70052505	0.8017796	0.82355523	0.7045922	0.8619815	0.8167709	0.7869488	0.548715	0.75175107	0.7947851	0.8413985	0.7759426	0.80593544	0.8431169	0.7568409
ruw/adj	0.7693354	0.7505013	0.6854664	0.8562295	0.8366941	0.7891758	0.7934238	0.7700008	0.7387811	0.90341747	0.8491846	0.6704125	0.83158696	0.8685209	0.75670475	0.78892756	0.70942533	0.8211734	0.8455167	0.75870305	0.8628014	0.8336364	0.8515281	0.7684753	0.87312776	0.7087424	0.77529025	0.8105533	0.8112625	0.826067	0.79687023	0.7514271	0.8148985	0.92637223	0.71586496	0.8880584	0.9090654	0.6664114	0.8526135	0.71578515	0.73386925	0.6444865	0.8333406	0.7332908	0.80112386	0.86779267	0.8775763	0.79949254	0.6616808	0.8383362	0.8551564	0.78819454	0.73615456	0.0	0.77316475	0.7347721	0.73998094	0.8204435	0.74138355	0.8226928	0.82005405	0.7683222	0.7832553	0.7848179	0.6533971	0.7314868	0.7801476	0.7467518	0.7884387	0.7710564	0.74397933	0.7814354	0.8181266	0.83478826	0.79403067	0.75773025	0.70523715	0.87538517	0.83662784	0.80903876	0.69826233	0.7401582	0.78593296	0.82122344	0.77993804	0.9141216	0.8628093	0.7560434	0.7247746	0.751651	0.7914987	0.8738651	0.7611701	0.82582086	0.8766897	0.8090796
verschil/adj	0.73032284	0.5640318	0.74848443	0.7226519	0.7393446	0.6494522	0.8199699	0.89154255	0.72453415	0.9141712	0.81612587	0.76000106	0.78969085	0.7769395	0.44679356	0.7950496	0.839572	0.7655624	0.6543305	0.5903842	0.8133855	0.6837547	0.84365016	0.7982013	0.903892	0.81713074	0.73622745	0.7236633	0.7688873	0.6274651	0.75448096	0.6426028	0.86210126	0.9039074	0.80586416	0.7984622	0.83122504	0.8679441	0.7553104	0.81346524	0.8353672	0.79080963	0.7123497	0.85690856	0.8602711	0.8702484	0.825951	0.74688077	0.7107714	0.8265768	0.70438474	0.86633056	0.71378213	0.77316475	0.0	0.85877943	0.7735915	0.79497606	0.7483589	0.78459835	0.8454741	0.6667041	0.8026618	0.8762373	0.8088403	0.82794446	0.85837466	0.7210138	0.76600224	0.6501627	0.8754189	0.80260885	0.52625597	0.7740237	0.67051446	0.65241456	0.7169158	0.8569781	0.8044292	0.8919049	0.79823065	0.6107044	0.8223487	0.688997	0.84102744	0.8639367	0.84314525	0.8417492	0.63142514	0.62250286	0.8769861	0.89546156	0.8455908	0.7649916	0.71051556	0.60510314
kilo/noun	0.8128176	0.80519104	0.63399816	0.76272047	0.90455407	0.8485728	0.6574128	0.8899659	0.80274796	0.8594066	0.8613652	0.47600728	0.8517145	0.92130005	0.8316317	0.7709427	0.72326255	0.7513803	0.8090524	0.87762356	0.8810028	0.9293297	0.8967967	0.8682249	0.88133997	0.73054004	0.81617916	0.7714348	0.8561644	0.9041978	0.90709704	0.85428786	0.8296616	0.8931194	0.54135156	0.91187054	0.8956829	0.33937114	0.7763385	0.6679487	0.7984524	0.58731776	0.8613612	0.7406243	0.7028841	0.9136211	0.9519966	0.8828745	0.75557727	0.91236556	0.9165238	0.7818768	0.759334	0.7347721	0.85877943	0.0	0.7475888	0.8716772	0.86446023	0.9382312	0.92637336	0.8688494	0.7146011	0.77941287	0.77468824	0.785241	0.79524374	0.82315654	0.78497016	0.82512426	0.6871315	0.6961826	0.8553876	0.8764303	0.8736119	0.8706876	0.7837042	0.79661	0.748695	0.8220612	0.7760869	0.78662604	0.8602604	0.8504056	0.8331282	0.9307857	0.85535014	0.7203179	0.7988578	0.7724117	0.87221456	0.80474156	0.7493892	0.7784592	0.86308634	0.8189267
